Jiri Slegr,slegrji01,D,71,622,56,193,249,43.8
Richard Smehlik,smehlri01,D,43,644,49,146,195,44.5
Jordan Smotherman,lavaljo01,LW,4,4,1,1,2,0.3
Dan Snyder,snydeda01,C,49,49,11,5,16,1.8
Brent Sopel,sopelbr01,D,59,659,44,174,218,40.9
Drew Stafford,staffdr01,RW,144,841,196,232,428,43.6
Steve Staios,staiost01,D,97,1001,56,164,220,37.0
Mike Stapleton,staplmi01,C,62,697,71,111,182,1.7
Tim Stapleton,staplti01,C,114,118,19,18,37,3.3
Paul Stastny,stastpa01,C,19,874,233,455,688,71.6
Lee Stempniak,stemple01,RW,18,911,203,266,469,47.5
Brett Sterling,sterlbr01,LW,19,30,5,4,9,0.6
Anthony Stewart,stewaan01,RW,80,262,27,44,71,5.7
Karl Stewart,stewaka01,LW,13,69,2,4,6,-0.5
Brian Strait,straibr01,D,5,187,6,23,29,4.9
Colin Stuart,stuarco01,LW,51,56,8,5,13,1.1
Brian Swanson,swansbr01,C,2,70,4,13,17,0.5
Dean Sylvester,sylvede01,RW,95,96,21,16,37,2.6
Brandon Tanev,tanevbr01,LW,195,195,24,27,51,3.8
Eric Tangradi,tangrer01,C,91,150,5,11,16,-1.2
Brad Tapper,tappebr01,RW,71,71,14,11,25,2.6
Keith Tkachuk,tkachke01,LW,18,1201,538,527,1065,125.1
Jiri Tlusty,tlustji01,C,20,446,89,88,177,19.2
Boris Valabik,valabbo01,D,80,80,0,7,7,0.2
Herbert Vasiljevs,vasilhe01,RW,28,51,8,7,15,0.7
Kristian Vesalainen,vesalkr01,W,5,5,0,1,1,0.0
Vitaly Vishnevski,vishnvi01,D,52,552,16,52,68,18.5
Vladimir Vujtek,vujtevl01,LW,3,110,7,30,37,0.8
Sergei Vyshedkevich,vyshese01,D,30,30,2,5,7,0.7
Ed Ward,warded01,RW,44,278,23,26,49,0.7
Mike Weaver,weavemi01,D,57,633,8,89,97,23.3
Noah Welch,welchno01,D,2,75,4,5,9,1.6
Kyle Wellwood,wellwky01,C,116,489,92,143,235,22.3
Jason Williams,willija01,C,41,455,94,133,227,22.3
Clay Wilson,wilsocl01,D,2,36,4,4,8,1.9
James Wright,wrighja02,C,97,146,4,8,12,-1.8
Alexei Zhitnik,zhitnal01,D,83,1085,96,375,471,79.0
Andrei Zubarev,zubaran01,D,4,4,0,1,1,-0.2
